,Line,Client,Destination,Placement Time,Completion Time,Removal Time,Loading dtn,Removal dtn,JNPT loading,GTI loading,NSICT loading,BMCT loading,Total loading,JNPT unloading,GTI unloading,NSICT unloading,BMCT unloading,Total unloading
1148,2,CONCR,DLB,2022-03-10 09:20:00,2022-03-10 14:45:00,2022-03-10 15:30:00,5.416666666666667,0.75,5,3,82,0,90,2,53,22,13,90
1149,1,CONCR,PCPK,2022-03-10 14:20:00,2022-03-10 23:40:00,2022-03-11 01:35:00,9.333333333333334,1.9166666666666667,1,0,89,0,90,0,14,50,26,90
1150,2,ADIL 23,NTSJ,2022-03-09 19:45:00,2022-03-10 04:30:00,2022-03-10 05:20:00,8.75,0.8333333333333334,0,0,90,0,90,2,23,39,34,98
1151,B2,PMLP 08,MATP,2022-03-09 23:55:00,2022-03-10 13:30:00,2022-03-10 14:15:00,13.583333333333334,0.75,0,32,1,47,80,0,36,35,9,80
1152,6,ADIL 24,NTSJ,2022-03-10 01:10:00,2022-03-10 08:00:00,2022-03-10 08:40:00,6.833333333333333,0.6666666666666666,0,0,90,0,90,2,66,4,18,90
1153,8,CRRS 05,CMCT,2022-03-10 02:25:00,2022-03-10 17:30:00,2022-03-10 18:35:00,15.083333333333334,1.0833333333333333,2,0,46,22,70,0,0,50,10,60
1154,1,NCP 11,NTSJ,2022-03-10 03:25:00,2022-03-10 12:30:00,2022-03-10 13:15:00,9.083333333333334,0.75,0,0,90,0,90,0,67,2,21,90
1155,6,GRPL 07,GRFV,2022-03-10 09:30:00,2022-03-10 21:30:00,2022-03-10 22:00:00,12.0,0.5,0,0,90,0,90,1,71,5,13,90
1156,B3,DLI 12,DLIB,2022-03-10 10:35:00,2022-03-10 20:30:00,2022-03-10 21:10:00,9.916666666666666,0.6666666666666666,0,0,0,90,90,0,21,35,10,66
1157,G2,CONR,AKV,2022-03-10 12:45:00,2022-03-11 08:00:00,2022-03-11 10:05:00,19.25,2.0833333333333335,6,49,18,17,90,1,31,41,17,90
1158,2,CONR,DER,2022-03-10 16:30:00,2022-03-11 04:00:00,2022-03-11 04:35:00,11.5,0.5833333333333334,20,6,64,0,90,1,17,60,12,90
1159,B2,CONR,CGPT,2022-03-10 17:45:00,2022-03-11 04:20:00,2022-03-11 05:25:00,10.583333333333334,1.0833333333333333,0,0,0,90,90,0,44,37,9,90
1160,8,CONR,SNF,2022-03-10 19:50:00,2022-03-11 07:50:00,2022-03-11 08:50:00,12.0,1.0,8,0,82,0,90,0,26,30,34,90
1161,B1,CONR,PCPK,2022-03-10 20:50:00,2022-03-11 13:45:00,2022-03-11 14:45:00,16.916666666666668,1.0,0,33,0,57,90,0,21,39,30,90
1162,G1,CONR,BRC,2022-03-11 05:55:00,2022-03-11 13:40:00,2022-03-11 14:30:00,7.75,0.8333333333333334,13,54,8,15,90,0,21,60,9,90
1163,2,CONR,DER,2022-03-11 06:15:00,2022-03-11 15:00:00,2022-03-11 15:50:00,8.75,0.8333333333333334,0,0,80,0,80,40,20,20,0,80
1164,B2,CONR,DRTA,2022-03-11 06:30:00,2022-03-11 16:40:00,2022-03-11 17:20:00,10.166666666666666,0.6666666666666666,0,0,0,86,86,0,24,4,62,90
1165,B4,CONR,SNF,2022-03-11 09:20:00,2022-03-11 20:10:00,2022-03-11 21:40:00,10.833333333333334,1.5,0,0,0,80,80,0,12,25,43,80
1166,8,CONR,ICDW,2022-03-11 10:00:00,2022-03-11 19:00:00,2022-03-11 19:45:00,9.0,0.75,0,20,70,0,90,0,0,22,0,22
1167,G2,CONR,DER,2022-03-01 11:04:00,2022-03-11 17:20:00,2022-03-11 18:10:00,6.266666666666667,0.8333333333333334,0,80,3,7,90,0,2,51,37,90
1168,1,CONR,DRTA,2022-03-11 14:30:00,2022-03-11 20:20:00,2022-03-11 20:35:00,5.833333333333333,0.25,3,14,3,0,20,14,40,28,8,90
1169,B3,CONR,BNGD,2022-03-11 12:45:00,2022-03-11 23:30:00,2022-03-12 00:35:00,10.75,1.0833333333333333,0,0,0,80,0,1,1,55,13,0
1170,2,CONR,ICDW,2022-03-11 17:35:00,2022-03-11 23:55:00,2022-03-12 01:20:00,6.333333333333333,1.4166666666666667,0,0,90,0,90,0,54,29,7,90
1171,B4,GRPL ,GRFV,2022-03-10 12:20:00,2022-03-11 07:15:00,2022-03-11 08:20:00,18.916666666666668,1.0833333333333333,0,10,10,70,90,0,12,39,39,90
1172,6,NCP,NTSJ,2022-03-10 23:00:00,2022-03-11 10:40:00,2022-03-11 12:00:00,11.666666666666666,1.3333333333333333,0,0,90,0,90,0,88,2,0,90
1173,B3,ADIL,NTSJ,2022-03-10 23:05:00,2022-03-11 10:30:00,2022-03-11 11:10:00,11.416666666666666,0.6666666666666666,0,0,0,0,0,0,12,14,64,90
1174,1,KRIL,MRWN,2022-03-11 02:55:00,2022-03-11 12:25:00,2022-03-11 13:05:00,9.5,0.6666666666666666,80,0,0,0,80,80,0,0,0,80
1175,G3,ADIL,NTSJ,2022-03-11 07:30:00,2022-03-11 16:20:00,2022-03-11 17:00:00,8.833333333333334,0.6666666666666666,0,90,0,0,90,0,57,22,11,90
1176,6,ADIL,NTSJ,2022-03-11 13:00:00,2022-03-11 20:55:00,2022-03-11 21:45:00,7.916666666666667,0.8333333333333334,52,0,38,0,90,0,56,34,0,90
1177,G1,PMLP,MKPP,2022-03-11 15:30:00,2022-03-11 22:00:00,2022-03-11 22:50:00,6.5,0.8333333333333334,0,90,0,0,90,0,27,51,12,90
1178,G3,NCP,NTSJ,2022-03-11 18:05:00,2022-03-11 23:50:00,2022-03-12 01:55:00,5.75,2.0833333333333335,0,90,0,0,90,0,82,0,8,90
1179,G2,CONCR,SNF,2022-03-11 19:10:00,2022-03-12 02:30:00,2022-03-12 03:25:00,7.333333333333333,0.9166666666666666,1,36,44,9,90,0,17,43,30,90
1180,B2,CONCR,DLB,2022-03-11 19:15:00,2022-03-12 16:40:00,2022-03-12 17:30:00,21.416666666666668,0.8333333333333334,0,26,26,28,80,0,11,63,6,80
1181,8,CONCR,DER,2022-03-11 21:05:00,2022-03-12 11:15:00,2022-03-12 12:00:00,14.166666666666666,0.75,0,0,90,0,90,0,20,70,0,90
1182,B4,CONCR,ICDW,2022-03-11 22:45:00,2022-03-12 09:50:00,2022-03-12 10:30:00,11.083333333333334,0.6666666666666666,0,0,0,90,90,3,15,49,23,90
1183,6,CONCR,SNF,2022-03-11 23:55:00,2022-03-12 11:25:00,2022-03-12 13:25:00,11.5,2.0,0,0,90,0,90,0,31,43,16,90
1184,G3,CONCR,TKD,2022-03-12 03:20:00,2022-03-12 15:30:00,2022-03-12 16:35:00,12.166666666666666,1.0833333333333333,0,76,8,6,90,0,46,36,8,90
1185,B3,CONCR,CPC,2022-03-12 03:30:00,2022-03-12 13:40:00,2022-03-12 14:30:00,10.166666666666666,0.8333333333333334,0,0,0,90,90,2,34,38,16,90
1186,G2,CONCR,MDDP,2022-03-12 10:55:00,2022-03-12 19:30:00,2022-03-12 20:30:00,8.583333333333334,1.0,0,51,32,7,90,0,20,35,35,90
1187,B4,CONCR,ICDW,2022-03-12 16:00:00,2022-03-12 21:40:00,2022-03-12 22:20:00,5.666666666666667,0.6666666666666666,0,0,0,80,80,0,24,44,12,80
1188,G1,CONCR,DRTA,2022-03-12 16:20:00,2022-03-12 23:30:00,2022-03-13 01:30:00,7.166666666666667,2.0,0,10,4,0,14,0,44,36,10,90
1189,B1,ADIL,NTSJ,2022-03-11 15:45:00,2022-03-12 04:30:00,2022-03-12 05:25:00,12.75,0.9166666666666666,0,0,0,90,90,0,26,12,52,90
1190,1,ADIL,NTSJ,2022-03-11 21:55:00,2022-03-12 08:10:00,2022-03-12 09:00:00,10.25,0.8333333333333334,0,0,90,0,90,3,15,49,23,90
1191,G1,ADIL,NTSJ,2022-03-12 01:05:00,2022-03-12 13:45:00,2022-03-12 15:20:00,12.666666666666666,1.5833333333333333,0,40,50,0,90,0,12,62,16,90
1192,2,ADIL,NTSJ,2022-03-12 06:45:00,2022-03-12 17:45:00,2022-03-12 18:30:00,11.0,0.75,0,0,90,0,90,0,90,0,0,90
1193,B1,DLI,DLIB,2022-03-12 09:00:00,2022-03-12 19:40:00,2022-03-12 20:50:00,10.666666666666666,1.1666666666666667,0,0,0,90,90,0,8,70,12,90
1194,1,NCP,NTSJ,2022-03-12 10:00:00,2022-03-12 19:50:00,2022-03-12 20:40:00,9.833333333333334,0.8333333333333334,0,0,90,0,90,0,12,70,8,90
1195,G3,CONCR,CGPT,2022-03-12 18:00:00,2022-03-13 03:40:00,2022-03-13 04:35:00,9.666666666666666,0.9166666666666666,5,37,22,6,70,0,46,30,4,80
1196,B3,CONCR,AKV,2022-03-12 19:00:00,2022-03-13 14:15:00,2022-03-13 14:30:00,19.25,0.25,1,12,47,30,90,0,35,34,21,90
1197,B2,CONCR,DRTA,2022-03-12 20:50:00,2022-03-13 02:45:00,2022-03-13 03:40:00,5.916666666666667,0.9166666666666666,0,0,0,0,0,0,8,35,47,90
1198,B4,CONCR,BGKT,2022-03-12 23:55:00,2022-03-13 09:00:00,2022-03-13 10:00:00,9.083333333333334,1.0,0,0,0,90,90,0,23,35,32,90
1199,G1,CONCR,BNGD,2022-03-13 02:40:00,2022-03-13 14:00:00,2022-03-13 15:00:00,11.333333333333334,1.0,23,51,16,0,90,0,32,48,10,90
1200,2,CONCR,SNF,2022-03-13 06:15:00,2022-03-13 14:25:00,2022-03-13 15:10:00,8.166666666666666,0.75,0,0,90,0,90,3,17,46,24,90
1201,G3,CONCR,PCPK,2022-03-13 06:35:00,2022-03-13 21:10:00,2022-03-13 21:55:00,14.583333333333334,0.75,0,34,40,6,80,0,20,60,0,80
1202,B2,CONCR,DER,2022-03-13 07:30:00,2022-03-13 21:30:00,2022-03-13 22:25:00,14.0,0.9166666666666666,0,20,2,68,90,0,0,0,0,0
1203,6,CONCR,CGPT,2022-03-13 09:10:00,2022-03-13 17:40:00,2022-03-13 18:55:00,8.5,1.25,0,0,90,0,90,0,10,78,2,90
1204,B3,CONCR,DRTA,2022-03-13 18:50:00,2022-03-13 23:50:00,2022-03-14 03:25:00,5.0,3.5833333333333335,0,0,8,22,30,22,35,15,18,90
1205,8,DLI 15,MLSW,2022-03-12 13:20:00,2022-03-13 08:10:00,2022-03-13 09:15:00,18.833333333333332,1.0833333333333333,0,9,49,2,60,0,3,60,27,90
1206,6,HTPL 03,MKPP,2022-03-12 15:15:00,2022-03-13 07:00:00,2022-03-13 08:15:00,15.75,1.25,0,0,67,23,90,2,27,56,5,90
1207,2,DLI 14,DLIB,2022-03-12 19:20:00,2022-03-13 04:30:00,2022-03-13 05:15:00,9.166666666666666,0.75,0,0,80,0,80,0,22,36,22,80
1208,B1,ADIL 32,HTSD,2022-03-12 22:20:00,2022-03-13 08:00:00,2022-03-13 09:15:00,9.666666666666666,1.25,0,0,0,0,0,4,28,28,30,90
1209,G2,DLI 16,DLIB,2022-03-12 23:00:00,2022-03-13 10:45:00,2022-03-13 11:35:00,11.75,0.8333333333333334,0,67,9,14,90,0,8,58,24,90
1210,1,DLI 17,DLIB,2022-03-12 23:25:00,2022-03-13 11:30:00,2022-03-13 12:15:00,12.083333333333334,0.75,10,0,80,0,90,0,14,12,64,90
1211,B1,NCP 15,NTSJ,2022-03-13 12:00:00,2022-03-13 19:50:00,2022-03-13 20:45:00,7.833333333333333,0.9166666666666666,0,0,0,90,90,0,4,82,4,90
1212,G2,ADIL 33,NTSJ,2022-03-13 13:25:00,2022-03-13 18:40:00,2022-03-13 20:00:00,5.25,1.3333333333333333,0,90,0,0,90,5,34,28,23,90
1213,2,CONR,MB,2022-03-13 17:00:00,2022-03-14 04:00:00,2022-03-14 04:55:00,11.0,0.9166666666666666,3,0,87,0,90,0,0,0,0,0
1214,6,CONR,SNF,2022-03-13 19:55:00,2022-03-14 10:15:00,2022-03-14 10:55:00,14.333333333333334,0.6666666666666666,0,36,54,0,90,0,8,71,11,90
1215,B1,CONR,TKD,2022-03-13 21:55:00,2022-03-14 08:10:00,2022-03-14 09:20:00,10.25,1.1666666666666667,0,0,90,,90,1,31,35,23,90
1216,G2,CONR,CPC,2022-03-13 23:00:00,2022-03-14 07:30:00,2022-03-14 08:20:00,8.5,0.8333333333333334,0,84,1,5,90,0,82,0,0,82
1217,G3,CONR,TKD,2022-03-13 23:45:00,2022-03-14 16:45:00,2022-03-14 17:00:00,17.0,0.25,35,45,0,0,80,14,38,28,0,80
1218,B2,CONR,BRC,2022-03-13 23:55:00,2022-03-14 13:15:00,2022-03-14 14:30:00,13.333333333333334,1.25,7,3,34,46,90,0,43,25,22,90
1219,8,CONR,MDDP,2022-03-14 03:10:00,2022-03-14 13:40:00,2022-03-14 14:40:00,10.5,1.0,0,0,89,1,90,0,0,38,14,52
1220,2,CONR,AKV,2022-03-14 06:05:00,2022-03-14 13:50:00,2022-03-14 14:10:00,7.75,0.3333333333333333,0,10,72,8,90,0,0,0,0,0
1221,G1,CONR,CPC,2022-03-14 06:40:00,2022-03-14 18:40:00,2022-03-14 19:20:00,12.0,0.6666666666666666,3,54,11,22,90,0,44,30,16,90
1222,B4,CONR,BGKT,2022-03-14 07:20:00,2022-03-14 18:35:00,2022-03-14 19:15:00,11.25,0.6666666666666666,0,0,0,80,80,5,18,17,40,80
1223,1,CONR,TKD,2022-03-14 10:50:00,2022-03-14 18:10:00,2022-03-14 18:45:00,7.333333333333333,0.5833333333333334,0,0,90,0,90,10,6,40,24,80
1224,G2,CONR,DER,2022-03-14 09:35:00,2022-03-14 21:05:00,2022-03-14 21:50:00,11.5,0.75,0,54,36,0,90,2,22,30,36,90
1225,6,CONR,PCPK,2022-03-14 13:00:00,2022-03-14 23:45:00,2022-03-15 02:35:00,10.75,2.8333333333333335,0,14,74,0,88,0,27,17,22,66
1226,G3,CONR,DLB,2022-03-14 17:50:00,2022-03-14 23:50:00,2022-03-15 03:20:00,6.0,3.5,0,72,0,8,80,14,4,23,39,80
1227,B1,CONR,MLAR,2022-03-14 12:00:00,2022-03-14 23:55:00,2022-03-15 03:10:00,11.916666666666666,3.25,0,9,8,73,90,0,0,0,0,0
1228,8,CRRS,CMCT,2022-03-13 10:15:00,2022-03-14 01:25:00,2022-03-14 02:10:00,15.166666666666666,0.75,0,0,80,0,80,0,7,49,24,80
1229,1,DLI,DLIB,2022-03-13 13:45:00,2022-03-14 06:30:00,2022-03-14 07:25:00,16.75,0.9166666666666666,0,0,90,0,90,20,52,18,0,90
1230,G1,PMLP,MATP,2022-03-13 16:05:00,2022-03-14 04:10:00,2022-03-14 04:50:00,12.083333333333334,0.6666666666666666,0,66,0,14,80,0,12,58,10,80
1231,B4,ADIL,NTSJ,2022-03-13 20:30:00,2022-03-14 05:20:00,2022-03-14 06:15:00,8.833333333333334,0.9166666666666666,0,0,0,90,90,0,20,66,4,90
1232,B3,ADIL,NTSJ,2022-03-14 04:20:00,2022-03-14 20:45:00,2022-03-14 21:50:00,16.416666666666668,1.0833333333333333,0,0,26,64,90,0,34,54,0,88
1233,2,ADIL,NTSJ,2022-03-14 16:55:00,2022-03-14 22:55:00,2022-03-14 23:20:00,6.0,0.4166666666666667,0,0,90,0,90,0,0,2,10,12
1234,B2,CONCR,SNF,2022-03-14 16:35:00,2022-03-15 08:50:00,2022-03-15 10:00:00,16.25,1.1666666666666667,4,17,49,0,70,4,16,22,38,80
1235,1,CONCR,SNF,2022-03-14 21:45:00,2022-03-15 05:50:00,2022-03-15 06:40:00,8.083333333333334,0.8333333333333334,0,0,90,0,90,0,40,21,29,90
1236,G2,CONCR,TKD,2022-03-14 23:00:00,2022-03-15 09:10:00,2022-03-15 10:00:00,10.166666666666666,0.8333333333333334,0,90,0,0,90,22,29,19,18,88
1237,B4,CONCR,TKD,2022-03-14 23:55:00,2022-03-15 19:45:00,2022-03-15 20:30:00,19.833333333333332,0.75,0,0,12,78,90,0,47,24,11,82
1238,B1,CONCR,BRC,2022-03-15 07:45:00,2022-03-15 15:15:00,2022-03-15 16:15:00,7.5,1.0,1,0,0,89,90,0,33,16,41,90
1239,G1,CONCR,BNGD,2022-03-15 09:10:00,2022-03-15 19:50:00,2022-03-15 20:30:00,10.666666666666666,0.6666666666666666,34,42,10,4,90,8,12,47,23,90
1240,2,CONCR,PCPK,2022-03-15 12:05:00,2022-03-15 23:35:00,2022-03-16 00:30:00,11.5,0.9166666666666666,6,0,84,0,90,0,90,0,0,90
1241,G2,CONCR,CGPT,2022-03-15 12:25:00,2022-03-15 22:20:00,2022-03-15 23:20:00,9.916666666666666,1.0,2,43,36,9,90,0,45,25,20,90
1242,G3,CONCR,SNF,2022-03-15 19:05:00,2022-03-15 23:45:00,2022-03-16 02:40:00,4.666666666666667,2.9166666666666665,26,35,11,8,80,3,7,43,27,80
1243,8,KRIL 04,MRWN,2022-03-14 16:10:00,2022-03-15 05:25:00,2022-03-15 06:20:00,13.25,0.9166666666666666,0,10,70,0,80,0,58,14,8,80
1244,G1,GRPL 09,GRFV,2022-03-14 20:20:00,2022-03-15 06:50:00,2022-03-15 07:15:00,10.5,0.4166666666666667,11,76,2,1,90,2,52,18,18,90
1245,2,GRPL 10,GRFV,2022-03-15 01:10:00,2022-03-15 10:30:00,2022-03-15 11:10:00,9.333333333333334,0.6666666666666666,2,0,82,6,90,3,4,53,30,90
1246,G3,PMLP 11,MKPP,2022-03-15 04:40:00,2022-03-15 17:15:00,2022-03-15 17:50:00,12.583333333333334,0.5833333333333334,7,70,2,11,90,5,26,55,4,90
1247,6,ADIL 37,NTSJ,2022-03-15 06:10:00,2022-03-15 13:50:00,2022-03-15 14:50:00,7.666666666666667,1.0,0,0,90,0,90,0,90,0,0,90
1248,1,CRRS 07,CMCT,2022-03-15 10:00:00,2022-03-15 18:40:00,2022-03-15 19:30:00,8.666666666666666,0.8333333333333334,1,0,81,8,90,0,3,67,20,90
1249,B1,ADIL 38,NTSJ,2022-03-15 17:25:00,2022-03-15 23:30:00,2022-03-16 02:50:00,6.083333333333333,3.3333333333333335,0,0,0,90,90,75,15,0,0,90
1250,B3,CONCR,MDDP,2022-03-16 09:50:00,2022-03-17 10:00:00,2022-03-17 10:35:00,0.16666666666666666,0.5833333333333334,0,0,48,42,90,0,0,0,90,90
1251,8,CONCR,DLB,2022-03-16 17:30:00,2022-03-17 08:30:00,2022-03-17 09:30:00,15.0,1.0,0,2,88,0,90,0,37,18,9,64
1252,G3,CONCR,DRTA,2022-03-17 07:45:00,2022-03-17 13:45:00,2022-03-17 14:50:00,6.0,1.0833333333333333,0,90,0,0,90,7,28,43,12,90
1253,1,CONCR,DRTA,2022-03-17 08:20:00,2022-03-17 18:20:00,2022-03-17 19:05:00,10.0,0.75,0,16,65,9,90,0,0,40,50,90
1254,2,CONCR,BRC,2022-03-17 11:30:00,2022-03-17 22:25:00,2022-03-17 23:05:00,10.916666666666666,0.6666666666666666,0,21,58,11,90,0,24,49,17,90
1255,G1,CONCR,DLB,2022-03-17 13:05:00,2022-03-17 23:00:00,2022-03-17 23:55:00,9.916666666666666,0.9166666666666666,0,67,0,13,80,2,17,43,18,80
1256,8,CONCR,TKD,2022-03-17 10:30:00,2022-03-17 23:50:00,2022-03-18 03:30:00,13.333333333333334,3.6666666666666665,1,3,45,27,76,4,22,42,22,90
1257,G2,CONCR,MDDP,2022-03-17 16:50:00,2022-03-17 23:55:00,2022-03-18 04:45:00,7.083333333333333,4.833333333333333,,,,,0,,,,,0
1258,B4,ADIL,NTSJ,2022-03-16 18:20:00,2022-03-17 06:45:00,2022-03-17 07:40:00,12.416666666666666,0.9166666666666666,0,0,0,90,90,0,4,69,17,90
1259,G1,ADIL,NTSJ,2022-03-16 22:40:00,2022-03-17 11:15:00,2022-03-17 11:55:00,12.583333333333334,0.6666666666666666,0,4,86,0,90,0,0,0,0,0
1260,2,ADIL,NTSJ,2022-03-16 23:55:00,2022-03-17 09:15:00,2022-03-17 09:45:00,9.333333333333334,0.5,63,0,27,0,90,0,28,61,1,90
1261,G2,DLI,DLIB,2022-03-17 02:20:00,2022-03-17 14:45:00,2022-03-17 15:50:00,12.416666666666666,1.0833333333333333,0,35,41,14,90,0,20,60,10,90
1262,6,ADIL,NTSJ,2022-03-17 05:35:00,2022-03-17 18:45:00,2022-03-17 19:30:00,13.166666666666666,0.75,0,0,90,0,90,0,72,0,18,90
1263,B3,ADIL,SBT,2022-03-17 15:05:00,2022-03-17 22:00:00,2022-03-17 23:05:00,6.916666666666667,1.0833333333333333,0,0,0,0,0,14,26,30,20,90
1264,B1,CONCR,BNGD,2022-03-17 03:00:00,2022-03-18 06:00:00,2022-03-18 07:45:00,3.0,1.75,15,2,39,34,90,0,60,0,30,90
1265,B2,CONCR,AKV,2022-03-17 06:10:00,2022-03-18 20:20:00,2022-03-18 21:45:00,14.166666666666666,1.4166666666666667,0,27,36,27,90,1,16,53,10,80
1266,B4,CONCR,SNF,2022-03-17 09:00:00,2022-03-18 09:40:00,2022-03-18 10:30:00,0.6666666666666666,0.8333333333333334,0,13,13,64,90,0,0,0,90,90
1267,6,CONCR,PCPK,2022-03-17 20:45:00,2022-03-18 09:15:00,2022-03-18 10:00:00,12.5,0.75,1,27,20,42,90,6,21,43,2,72
1268,2,CONCR,MLAR,2022-03-17 23:55:00,2022-03-18 11:45:00,2022-03-18 12:40:00,11.833333333333334,0.9166666666666666,7,10,41,24,82,0,25,43,22,90
1269,G1,CONCR,SNF,2022-03-18 01:50:00,2022-03-18 11:30:00,2022-03-18 12:25:00,9.666666666666666,0.9166666666666666,0,80,0,0,80,0,27,16,27,70
1270,8,CONCR,PCPK,2022-03-18 04:40:00,2022-03-18 15:00:00,2022-03-18 15:55:00,10.333333333333334,0.9166666666666666,0,1,11,20,32,0,0,0,88,88
1271,G2,CONCR,BRC,2022-03-18 06:00:00,2022-03-18 13:20:00,2022-03-18 14:15:00,7.333333333333333,0.9166666666666666,0,59,6,5,70,2,38,29,11,80
1272,1,CONCR,SNF,2022-03-18 07:50:00,2022-03-18 15:05:00,2022-03-18 15:55:00,7.25,0.8333333333333334,1,11,64,4,80,5,36,29,10,80
1273,G3,CONCR,DRTA,2022-03-18 08:15:00,2022-03-18 16:30:00,2022-03-18 17:30:00,8.25,1.0,0,90,0,0,90,4,39,42,5,90
1274,G2,CONCR,DLB,2022-03-18 15:55:00,2022-03-18 22:25:00,2022-03-18 23:50:00,6.5,1.4166666666666667,10,9,9,26,54,0,24,56,10,90
1275,1,CONCR,PCPK,2022-03-18 17:05:00,2022-03-18 23:55:00,2022-03-19 03:05:00,6.833333333333333,3.1666666666666665,0,0,80,0,80,58,0,22,0,80
1276,B1,CONCR,DER,2022-03-18 19:20:00,2022-03-18 23:50:00,2022-03-19 02:10:00,4.5,2.3333333333333335,0,0,0,90,90,0,23,44,23,90
1277,G3,DLI 21,DLIB,2022-03-17 15:45:00,2022-03-18 05:15:00,2022-03-18 06:15:00,13.5,1.0,0,0,67,5,72,0,15,24,51,90
1278,1,NCP 19,NTSJ,2022-03-17 20:10:00,2022-03-18 05:45:00,2022-03-18 06:50:00,9.583333333333334,1.0833333333333333,0,0,90,0,90,12,14,43,21,90
1279,B1,NCP 20,NTSJ,2022-03-18 08:45:00,2022-03-18 15:30:00,2022-03-18 16:20:00,6.75,0.8333333333333334,0,0,4,86,90,6,4,56,24,90
1280,6,KRIL 05,MRWN,2022-03-18 10:55:00,2022-03-18 19:45:00,2022-03-18 21:00:00,8.833333333333334,1.25,0,6,73,1,80,0,31,41,8,80
1281,2,ADIL 47,NTSJ,2022-03-18 13:45:00,2022-03-18 22:45:00,2022-03-19 00:15:00,9.0,1.5,0,0,90,0,90,2,26,38,24,90
1282,B3,CONCR,AKV,2022-03-18 00:35:00,2022-03-19 18:20:00,2022-03-19 19:15:00,17.75,0.9166666666666666,0,11,52,27,90,1,15,71,3,90
1283,B4,CONCR,DRTA,2022-03-18 11:25:00,2022-03-19 08:20:00,2022-03-19 09:35:00,20.916666666666668,1.25,0,0,0,90,90,0,16,72,2,90
1284,G1,CONCR,SNF,2022-03-18 13:55:00,2022-03-19 12:40:00,2022-03-19 13:30:00,22.75,0.8333333333333334,0,52,30,0,82,4,14,30,42,90
1285,G2,CONCR,TKD,2022-03-19 01:45:00,2022-03-19 07:30:00,2022-03-19 08:30:00,5.75,1.0,0,76,14,0,90,13,39,33,5,90
1286,2,CONCR,CGPT,2022-03-19 04:15:00,2022-03-19 18:00:00,2022-03-19 18:35:00,13.75,0.5833333333333334,0,11,60,19,90,25,46,9,10,90
1287,G3,CONCR,DLB,2022-03-19 06:25:00,2022-03-19 13:30:00,2022-03-19 14:50:00,7.083333333333333,1.3333333333333333,0,38,18,0,56,20,24,40,6,90
1288,6,CONCR,PCPK,2022-03-19 12:50:00,2022-03-19 20:00:00,2022-03-19 20:50:00,7.166666666666667,0.8333333333333334,0,22,68,0,90,0,64,16,10,90
1289,B2,CONCR,PCPK,2022-03-19 07:20:00,2022-03-19 23:00:00,2022-03-19 23:50:00,15.666666666666666,0.8333333333333334,0,0,20,38,58,20,40,26,4,90
1290,G1,CONCR,DRTA,2022-03-19 14:45:00,2022-03-19 23:30:00,2022-03-20 00:25:00,8.75,0.9166666666666666,0,90,0,0,90,1,11,32,46,90
1291,B1,CONCR,DER,2022-03-19 14:30:00,2022-03-19 23:50:00,2022-03-20 02:35:00,9.333333333333334,2.75,2,22,4,62,90,2,27,38,15,82
1292,1,CONCR,BNGD,2022-03-19 16:55:00,2022-03-19 23:55:00,2022-03-20 00:25:00,7.0,0.5,19,0,71,0,90,21,36,29,4,90
1293,8,NCP,NTSJ,2022-03-18 20:25:00,2022-03-19 09:50:00,2022-03-19 10:25:00,13.416666666666666,0.5833333333333334,16,0,74,0,90,3,21,59,7,90
1294,6,DLI,MLSW,2022-03-18 21:50:00,2022-03-19 10:50:00,2022-03-19 11:45:00,13.0,0.9166666666666666,0,0,86,4,90,0,34,30,0,64
1295,B2,GRPL,GRFV,2022-03-18 22:50:00,2022-03-19 03:45:00,2022-03-19 04:30:00,4.916666666666667,0.75,0,0,0,90,90,0,7,2,19,28
1296,G3,ADIL,NTSJ,2022-03-18 23:45:00,2022-03-19 05:10:00,2022-03-19 05:35:00,5.416666666666667,0.4166666666666667,0,90,0,0,90,0,72,18,0,90
1297,B1,PMLP,MKPP,2022-03-19 02:50:00,2022-03-19 12:30:00,2022-03-19 13:30:00,9.666666666666666,1.0,0,0,0,90,90,11,31,33,15,90
1298,1,CRRS,CMCT,2022-03-19 05:25:00,2022-03-19 13:35:00,2022-03-19 14:10:00,8.166666666666666,0.5833333333333334,0,0,80,0,80,0,3,29,48,80
1299,G2,GRPL,GRFV,2022-03-19 09:50:00,2022-03-19 15:10:00,2022-03-19 15:55:00,5.333333333333333,0.75,0,86,4,0,90,0,42,4,4,50
1300,B4,NCP,NTSJ,2022-03-19 10:55:00,2022-03-19 15:40:00,2022-03-19 16:35:00,4.75,0.9166666666666666,0,0,0,90,90,0,0,0,90,90
1301,8,CRRS,CMCT,2022-03-19 11:35:00,2022-03-19 21:10:00,2022-03-19 22:55:00,9.583333333333334,1.75,0,0,40,40,80,0,0,66,14,80
1302,G3,CONR,SNF,2022-03-19 19:25:00,2022-03-20 03:20:00,2022-03-20 04:25:00,7.916666666666667,1.0833333333333333,6,10,28,36,80,0,14,40,26,80
1303,G2,CONR,MDDP,2022-03-19 20:45:00,2022-03-20 06:20:00,2022-03-20 07:00:00,9.583333333333334,0.6666666666666666,0,38,14,38,90,26,0,57,7,90
1304,2,CONR,ICDW,2022-03-19 22:15:00,2022-03-20 04:45:00,2022-03-20 05:00:00,6.5,0.25,0,0,90,0,90,0,18,66,6,90
